Zip,Countie,Vaccine Equity Metric Quartile,Mr,16+ Population,Persons Fully Vaccinated,Persons Partially Vaccinated,Percent of Population Fully Vaccinated,Percent of Population Partially Vaccinated,Percent of Population with 1+ Dose,Redacted
92311,San Bernardino,1,Healthy Places Index Score,23965,4096,2029,0.170915917,0.084665135,0.255581051,No
91786,San Bernardino,2,Healthy Places Index Score,42885,12413,7452,0.289448529,0.173767045,0.46321559,No
92405,San Bernardino,1,Healthy Places Index Score,21137,3506,2880,0.165870279,0.136253968,0.302124232,No
92310,San Bernardino,1,Healthy Places Index Score,6271,150,85,0.023919631,0.013554457,0.037474088,No
92376,San Bernardino,1,Healthy Places Index Score,64582,11925,10280,0.184648976,0.159177482,0.343826443,No
92337,San Bernardino,2,Healthy Places Index Score,29753,6591,5323,0.221523881,0.178906322,0.400430202,No
92377,San Bernardino,2,Healthy Places Index Score,16146,4158,2803,0.257525086,0.173603371,0.431128442,No
92339,San Bernardino,3,CDPH-Derived ZCTA Score,869,279,146,0.321058691,0.168009207,0.489067882,No
92399,San Bernardino,2,Healthy Places Index Score,42329,11484,6338,0.271303356,0.14973186,0.42103523,No
92391,San Bernardino,2,Healthy Places Index Score,1648,416,212,0.252427191,0.128640771,0.381067961,No
92301,San Bernardino,1,Healthy Places Index Score,23774,3240,3227,0.136283338,0.135736525,0.272019863,No
92408,San Bernardino,1,Healthy Places Index Score,10454,2245,1488,0.214750335,0.142337859,0.357088208,No
92316,San Bernardino,1,Healthy Places Index Score,22225,4589,3903,0.206479192,0.175613046,0.382092237,No
92395,San Bernardino,1,Healthy Places Index Score,32660,5972,4106,0.182853639,0.125719532,0.308573186,No
91759,San Bernardino,4,CDPH-Derived ZCTA Score,276,129,56,0.467391312,0.202898547,0.670289874,No
93592,San Bernardino,3,CDPH-Derived ZCTA Score,101,,,,,,Information redacted in accordance with CA state privacy requirements
92313,San Bernardino,2,Healthy Places Index Score,10315,3123,1614,0.302762955,0.156471163,0.459234118,No
92356,San Bernardino,1,Healthy Places Index Score,5106,655,467,0.128280461,0.091461025,0.219741479,No
91737,San Bernardino,4,Healthy Places Index Score,19942,6773,3633,0.339634955,0.182178319,0.521813273,No
92315,San Bernardino,4,Healthy Places Index Score,4280,1393,737,0.325467288,0.172196269,0.497663558,No
91761,San Bernardino,2,Healthy Places Index Score,48344,12001,9162,0.248241767,0.189516798,0.437758565,No
92252,San Bernardino,1,Healthy Places Index Score,7629,1627,1080,0.213265166,0.141565084,0.354830265,No
92307,San Bernardino,2,Healthy Places Index Score,29801,6229,3865,0.209019825,0.129693627,0.338713467,No
92371,San Bernardino,1,Healthy Places Index Score,13644,1619,1212,0.118660219,0.088830255,0.207490474,No
92333,San Bernardino,3,CDPH-Derived ZCTA Score,369,154,66,0.417344183,0.178861782,0.59620595,No
92285,San Bernardino,1,Healthy Places Index Score,2257,351,277,0.155516177,0.122729287,0.278245449,No
92344,San Bernardino,2,Healthy Places Index Score,17534,2961,2218,0.168871909,0.12649709,0.295368999,No
91739,San Bernardino,4,Healthy Places Index Score,30664,10138,5834,0.330615699,0.190255672,0.520871401,No
92363,San Bernardino,1,Healthy Places Index Score,3990,449,330,0.112531327,0.082706764,0.195238099,No
92346,San Bernardino,2,Healthy Places Index Score,48817,12150,7196,0.248888701,0.147407666,0.396296382,No
92359,San Bernardino,2,Healthy Places Index Score,7464,1712,1062,0.229367629,0.142282963,0.371650577,No
92309,San Bernardino,1,CDPH-Derived ZCTA Score,438,43,25,0.098173514,0.057077624,0.155251145,No
91764,San Bernardino,1,Healthy Places Index Score,43139,8727,7423,0.20229955,0.17207168,0.374371231,No
92268,San Bernardino,2,CDPH-Derived ZCTA Score,432,184,112,0.42592594,0.259259254,0.685185194,No
92056,San Diego,3,Healthy Places Index Score,43179,13475,10971,0.312072992,0.254081845,0.566154838,No
92028,San Diego,2,Healthy Places Index Score,38812,11414,8712,0.294084311,0.224466667,0.518550992,No
92122,San Diego,4,Healthy Places Index Score,43031,15795,13459,0.367060959,0.312774509,0.679835439,No
92117,San Diego,3,Healthy Places Index Score,47934,15594,13016,0.32532233,0.271540046,0.596862376,No
92108,San Diego,3,Healthy Places Index Score,19985,6659,6076,0.333199888,0.304028034,0.637227893,No
92116,San Diego,3,Healthy Places Index Score,29405,10695,9225,0.363713652,0.313722163,0.677435815,No
91945,San Diego,2,Healthy Places Index Score,21096,6083,5633,0.288348496,0.267017454,0.55536592,No
92004,San Diego,2,Healthy Places Index Score,2091,1571,1681,0.751315176,0.80392158,1.555236697,No
91917,San Diego,1,CDPH-Derived ZCTA Score,767,270,267,0.35202086,0.348109514,0.700130403,No
92091,San Diego,4,CDPH-Derived ZCTA Score,1200,685,450,0.570833325,0.375,0.945833325,No
92106,San Diego,4,Healthy Places Index Score,16465,6546,5088,0.39757061,0.309019119,0.706589758,No
92014,San Diego,4,Healthy Places Index Score,11304,5876,4213,0.519815981,0.372699916,0.892515898,No
92119,San Diego,4,Healthy Places Index Score,20353,8141,6716,0.399990171,0.329975933,0.729966104,No
92026,San Diego,2,Healthy Places Index Score,40260,11721,10038,0.291132629,0.249329358,0.540462017,No
91962,San Diego,3,Healthy Places Index Score,1614,476,291,0.294919461,0.180297405,0.475216866,No
91916,San Diego,2,Healthy Places Index Score,1568,456,314,0.290816337,0.200255096,0.491071433,No
92173,San Diego,1,Healthy Places Index Score,23575,9653,11588,0.409459174,0.49153766,0.900996804,No
92003,San Diego,3,Healthy Places Index Score,4203,1191,972,0.283369035,0.231263384,0.514632404,No
92009,San Diego,4,Healthy Places Index Score,36267,13751,12222,0.379160106,0.337000579,0.716160715,No
92057,San Diego,2,Healthy Places Index Score,48929,11398,10222,0.232949778,0.208914965,0.441864729,No
92020,San Diego,2,Healthy Places Index Score,46435,13176,10873,0.283751488,0.234155267,0.517906725,No
92154,San Diego,2,Healthy Places Index Score,71492,21342,23772,0.298522919,0.332512736,0.631035626,No
92113,San Diego,1,Healthy Places Index Score,44164,8451,8998,0.191354945,0.203740597,0.395095557,No
92101,San Diego,2,Healthy Places Index Score,39352,13253,11433,0.336780846,0.290531605,0.627312481,No
91941,San Diego,3,Healthy Places Index Score,25998,9850,8393,0.378875285,0.322832525,0.70170784,No
92107,San Diego,3,Healthy Places Index Score,27630,8337,7013,0.301737249,0.253818303,0.555555582,No
92069,San Diego,2,Healthy Places Index Score,38536,9903,9588,0.256980479,0.248806313,0.505786777,No
92110,San Diego,3,Healthy Places Index Score,26037,7873,6899,0.302377373,0.264969081,0.567346454,No
92021,San Diego,2,Healthy Places Index Score,55149,12441,11109,0.225588858,0.201436102,0.427024961,No
92103,San Diego,4,Healthy Places Index Score,31540,13799,10560,0.437507927,0.334812939,0.772320867,No
92123,San Diego,3,Healthy Places Index Score,27293,8382,7621,0.30711171,0.279229105,0.586340845,No
91934,San Diego,1,CDPH-Derived ZCTA Score,323,193,126,0.597523212,0.39009288,0.987616122,No
92104,San Diego,3,Healthy Places Index Score,39134,13436,12115,0.343333155,0.309577346,0.652910531,No
92010,San Diego,4,Healthy Places Index Score,13028,4939,4432,0.379106551,0.340190351,0.719296873,No
92036,San Diego,2,Healthy Places Index Score,2244,951,792,0.423796803,0.352941185,0.776737988,No
91913,San Diego,3,Healthy Places Index Score,40383,15247,14524,0.37755987,0.359656304,0.737216175,No
92105,San Diego,1,Healthy Places Index Score,57043,12993,12840,0.227775544,0.22509335,0.452868879,No
92029,San Diego,3,Healthy Places Index Score,15967,5919,5033,0.370702088,0.315212637,0.685914695,No
92129,San Diego,4,Healthy Places Index Score,43110,16536,15387,0.3835769,0.356924146,0.740501046,No
91911,San Diego,2,Healthy Places Index Score,66806,22565,22881,0.337769061,0.342499167,0.680268228,No
91906,San Diego,1,Healthy Places Index Score,3198,778,447,0.243277043,0.139774859,0.383051902,No
92081,San Diego,2,Healthy Places Index Score,24236,6741,6137,0.278139949,0.253218353,0.531358302,No
91915,San Diego,4,Healthy Places Index Score,24233,9227,9043,0.380761772,0.373168826,0.753930569,No
92065,San Diego,3,Healthy Places Index Score,30237,7062,6574,0.233554915,0.21741575,0.45097068,No
92064,San Diego,4,Healthy Places Index Score,39326,14223,11916,0.361669123,0.303005636,0.664674759,No
91910,San Diego,2,Healthy Places Index Score,60231,22693,22254,0.376766115,0.36947751,0.746243656,No
92086,San Diego,1,Healthy Places Index Score,1440,390,256,0.270833343,0.177777782,0.44861111,No
92055,San Diego,3,CDPH-Derived ZCTA Score,11503,27,21,0.002347214,0.001825611,0.004172824,No
92054,San Diego,2,Healthy Places Index Score,33276,7393,7181,0.222172141,0.215801179,0.43797332,No
92078,San Diego,3,Healthy Places Index Score,39014,12368,11456,0.317014396,0.29363817,0.610652566,No
92037,San Diego,4,Healthy Places Index Score,32183,17867,12513,0.555168867,0.388807744,0.943976641,No
91901,San Diego,3,Healthy Places Index Score,14602,4174,2893,0.28585124,0.198123544,0.483974785,No
92008,San Diego,3,Healthy Places Index Score,22903,7746,6999,0.338208973,0.305593163,0.643802106,No
92109,San Diego,3,Healthy Places Index Score,42235,13252,11596,0.313768208,0.274559021,0.588327229,No
91977,San Diego,2,Healthy Places Index Score,50261,12882,11384,0.256302088,0.22649768,0.482799798,No
91931,San Diego,3,CDPH-Derived ZCTA Score,399,85,59,0.213032588,0.147869676,0.36090225,No
92027,San Diego,2,Healthy Places Index Score,44452,10548,9901,0.237289667,0.22273463,0.460024297,No
91963,San Diego,2,CDPH-Derived ZCTA Score,974,243,233,0.249486655,0.23921971,0.48870638,No
92083,San Diego,2,Healthy Places Index Score,30028,6246,6117,0.20800586,0.203709871,0.411715746,No
91942,San Diego,3,Healthy Places Index Score,33231,11336,9742,0.341127247,0.293159992,0.634287238,No
91935,San Diego,3,Healthy Places Index Score,7076,2495,2031,0.352600336,0.287026554,0.63962692,No
92082,San Diego,3,Healthy Places Index Score,15108,4534,3330,0.3001059,0.220413029,0.520518959,No
92067,San Diego,4,Healthy Places Index Score,6569,4125,3076,0.627949476,0.46826002,1.096209526,No
92075,San Diego,4,Healthy Places Index Score,10646,4795,3969,0.450403899,0.372816086,0.823220015,No
92066,San Diego,1,CDPH-Derived ZCTA Score,546,79,70,0.144688651,0.128205135,0.272893786,No
91948,San Diego,4,CDPH-Derived ZCTA Score,130,27,19,0.20769231,0.146153852,0.353846163,No
92139,San Diego,2,Healthy Places Index Score,28803,8578,8351,0.297816187,0.289935082,0.587751269,No
92060,San Diego,3,CDPH-Derived ZCTA Score,166,60,66,0.361445785,0.397590369,0.759036124,No
92024,San Diego,4,Healthy Places Index Score,41948,16260,13841,0.387622774,0.329956144,0.717578888,No
92114,San Diego,2,Healthy Places Index Score,55438,15256,13902,0.275190294,0.250766635,0.525956929,No
92007,San Diego,4,Healthy Places Index Score,9498,3636,3086,0.382817447,0.324910522,0.707727969,No
92130,San Diego,4,Healthy Places Index Score,42123,19093,19497,0.453267813,0.462858766,0.916126609,No
92115,San Diego,2,Healthy Places Index Score,53852,13920,13730,0.258486211,0.254958034,0.513444245,No
92011,San Diego,4,Healthy Places Index Score,18967,7097,6441,0.374176204,0.339589804,0.713766038,No
91932,San Diego,2,Healthy Places Index Score,20622,5012,5274,0.243041411,0.255746305,0.498787701,No
92118,San Diego,3,Healthy Places Index Score,18659,7784,7435,0.417171329,0.398467213,0.815638542,No
91902,San Diego,4,Healthy Places Index Score,15823,6364,5628,0.402199328,0.355684757,0.757884085,No
92128,San Diego,4,Healthy Places Index Score,42174,16984,14209,0.402712584,0.336913735,0.739626288,No
92061,San Diego,2,Healthy Places Index Score,1815,883,496,0.486501366,0.273278236,0.759779632,No
92126,San Diego,4,Healthy Places Index Score,68822,21362,20714,0.310394943,0.300979346,0.611374259,No
92059,San Diego,2,Healthy Places Index Score,1066,342,168,0.320825517,0.157598495,0.478424013,No
91978,San Diego,2,Healthy Places Index Score,8115,2401,2019,0.295871854,0.248798519,0.544670343,No
91905,San Diego,1,Healthy Places Index Score,1367,351,228,0.256766647,0.166788593,0.423555225,No
91950,San Diego,1,Healthy Places Index Score,51191,14034,12696,0.274149746,0.248012349,0.52216208,No
92111,San Diego,3,Healthy Places Index Score,41910,12597,10843,0.300572664,0.258721083,0.559293747,No
92121,San Diego,4,Healthy Places Index Score,4025,2009,1845,0.499130428,0.45838508,0.957515538,No
92025,San Diego,2,Healthy Places Index Score,40228,9429,8432,0.234388977,0.209605247,0.443994224,No
92040,San Diego,3,Healthy Places Index Score,37242,8536,7503,0.229203582,0.201466084,0.430669665,No
92127,San Diego,4,Healthy Places Index Score,35325,13810,14789,0.390941262,0.418655336,0.809596598,No
92058,San Diego,1,Healthy Places Index Score,32996,4180,3924,0.126682028,0.118923508,0.245605528,No
92084,San Diego,2,Healthy Places Index Score,40023,9322,8185,0.232916072,0.204507411,0.437423468,No
92102,San Diego,1,Healthy Places Index Score,34621,10228,8721,0.29542762,0.251899123,0.547326744,No
92120,San Diego,4,Healthy Places Index Score,25388,10227,8314,0.402828097,0.327477545,0.730305672,No
92070,San Diego,2,CDPH-Derived ZCTA Score,652,328,186,0.503067493,0.285276085,0.788343549,No
92071,San Diego,3,Healthy Places Index Score,46509,13349,11551,0.28701973,0.24836053,0.535380244,No
92131,San Diego,4,Healthy Places Index Score,26591,12792,10884,0.481065035,0.409311414,0.890376449,No
91914,San Diego,4,Healthy Places Index Score,12894,5970,5737,0.463006049,0.44493562,0.907941699,No
92124,San Diego,3,Healthy Places Index Score,23801,7495,5872,0.314902723,0.246712327,0.56161505,No
92019,San Diego,3,Healthy Places Index Score,35204,11470,8864,0.32581526,0.25178957,0.57760483,No
94131,San Francisco,4,Healthy Places Index Score,25275,11117,5685,0.439841747,0.224925816,0.664767563,No
94122,San Francisco,4,Healthy Places Index Score,54117,23483,10749,0.433930188,0.198625207,0.632555366,No
94107,San Francisco,4,Healthy Places Index Score,28260,10831,8095,0.383262575,0.286447287,0.669709861,No
94129,San Francisco,4,Healthy Places Index Score,3373,1024,600,0.303587317,0.177883193,0.481470495,No
94124,San Francisco,2,Healthy Places Index Score,28706,13488,7466,0.469866931,0.260084987,0.729951918,No
94118,San Francisco,4,Healthy Places Index Score,36539,14665,7243,0.401351988,0.198226556,0.599578559,No
94117,San Francisco,4,Healthy Places Index Score,40385,13116,7886,0.324774057,0.195270523,0.520044565,No
94110,San Francisco,4,Healthy Places Index Score,62452,26148,16405,0.418689549,0.262681752,0.681371272,No
94123,San Francisco,4,Healthy Places Index Score,23335,7854,4905,0.336575955,0.210199267,0.546775222,No
94158,San Francisco,4,Healthy Places Index Score,7493,3202,1897,0.427332163,0.253169626,0.680501819,No
94115,San Francisco,4,Healthy Places Index Score,30743,12551,6513,0.408255547,0.211853102,0.620108664,No
94105,San Francisco,4,Healthy Places Index Score,9920,4033,2893,0.406552434,0.29163307,0.698185503,No
94127,San Francisco,4,Healthy Places Index Score,17315,8243,3985,0.476061225,0.230147272,0.706208467,No
94134,San Francisco,3,Healthy Places Index Score,35624,17588,8527,0.493712097,0.239361107,0.733073235,No
94114,San Francisco,4,Healthy Places Index Score,31166,12789,7194,0.410351038,0.230828464,0.641179502,No
94109,San Francisco,3,Healthy Places Index Score,54262,18643,10027,0.343573779,0.184788615,0.528362393,No
94116,San Francisco,4,Healthy Places Index Score,40657,19145,8298,0.470890611,0.204097688,0.674988329,No
94103,San Francisco,2,Healthy Places Index Score,28165,10981,7207,0.389881045,0.255884975,0.64576602,No
94132,San Francisco,3,Healthy Places Index Score,28371,9418,4384,0.331958681,0.154523984,0.48648268,No
94133,San Francisco,3,Healthy Places Index Score,24386,9641,5027,0.395349801,0.206142873,0.601492643,No
94121,San Francisco,4,Healthy Places Index Score,37751,16287,7468,0.431432277,0.197822571,0.629254878,No
94102,San Francisco,1,Healthy Places Index Score,28686,11258,6510,0.392456263,0.226939976,0.61939621,No
94112,San Francisco,3,Healthy Places Index Score,72575,33630,17254,0.463382721,0.237740263,0.701122999,No
94130,San Francisco,1,Healthy Places Index Score,2752,564,388,0.204941854,0.140988365,0.345930219,No
94108,San Francisco,2,Healthy Places Index Score,13092,4600,2423,0.351359606,0.185074851,0.536434472,No
94111,San Francisco,4,Healthy Places Index Score,3314,1790,925,0.540132761,0.279118896,0.819251657,No
95377,San Joaquin,4,Healthy Places Index Score,24631,4063,2953,0.164954737,0.119889572,0.284844309,No
95204,San Joaquin,2,Healthy Places Index Score,22848,12273,3465,0.537158608,0.151654407,0.688813031,No
95220,San Joaquin,3,Healthy Places Index Score,6250,606,294,0.096960001,0.047040001,0.143999994,No
95236,San Joaquin,3,Healthy Places Index Score,3417,159,95,0.046532046,0.027802166,0.074334212,No
95206,San Joaquin,1,Healthy Places Index Score,46439,15332,2129,0.330153525,0.045845088,0.375998616,No
95227,San Joaquin,3,CDPH-Derived ZCTA Score,539,66,34,0.122448981,0.063079774,0.185528755,No
95231,San Joaquin,1,Healthy Places Index Score,4462,4699,1174,1,0.263110727,1.316225886,No
95202,San Joaquin,1,Healthy Places Index Score,4790,2800,2090,0.584551156,0.436325669,1.020876884,No
95242,San Joaquin,3,Healthy Places Index Score,21059,3608,2866,0.171328172,0.136093825,0.307422012,No
95686,San Joaquin,1,CDPH-Derived ZCTA Score,921,79,50,0.085776329,0.054288816,0.140065148,No
95366,San Joaquin,3,Healthy Places Index Score,13959,1172,619,0.083960168,0.04434415,0.128304318,No
95205,San Joaquin,1,Healthy Places Index Score,27323,18465,18109,0.675804257,0.66277498,1.338579178,No
95240,San Joaquin,1,Healthy Places Index Score,36158,3149,2488,0.087089993,0.068809114,0.155899107,No
95237,San Joaquin,2,Healthy Places Index Score,2681,182,116,0.067885116,0.043267436,0.111152552,No
95230,San Joaquin,2,CDPH-Derived ZCTA Score,572,28,19,0.048951048,0.033216782,0.082167834,No
95336,San Joaquin,2,Healthy Places Index Score,37112,5104,1744,0.137529641,0.046992887,0.184522524,No
95330,San Joaquin,2,Healthy Places Index Score,17051,3487,2875,0.204504132,0.16861181,0.373115957,No
95391,San Joaquin,3,Healthy Places Index Score,13006,2331,1343,0.179224968,0.103260033,0.282485008,No
95219,San Joaquin,3,Healthy Places Index Score,22376,1944,2880,0.086878799,0.128709331,0.215588138,No
95258,San Joaquin,3,Healthy Places Index Score,2984,392,176,0.131367296,0.058981232,0.190348521,No
95212,San Joaquin,2,Healthy Places Index Score,22185,1652,1326,0.074464731,0.059770115,0.134234846,No
95376,San Joaquin,3,Healthy Places Index Score,41988,11967,10947,0.28501001,0.260717362,0.545727372,No
95210,San Joaquin,1,Healthy Places Index Score,30792,17746,16535,0.576318502,0.536990106,1.113308668,No
95304,San Joaquin,3,Healthy Places Index Score,11612,855,1606,0.073630728,0.138305202,0.211935923,No
95203,San Joaquin,1,Healthy Places Index Score,12041,8591,3112,0.713478923,0.2584503,0.971929252,No
95209,San Joaquin,2,Healthy Places Index Score,34024,4456,4196,0.13096638,0.123324715,0.254291087,No
95215,San Joaquin,1,Healthy Places Index Score,18986,695,429,0.036605921,0.022595597,0.059201516,No
95207,San Joaquin,1,Healthy Places Index Score,40210,5775,6298,0.143620983,0.1566277,0.300248682,No
95337,San Joaquin,2,Healthy Places Index Score,29622,10153,10041,0.34275201,0.338971049,0.681723058,No
95320,San Joaquin,3,Healthy Places Index Score,9683,934,640,0.096457712,0.066095218,0.162552923,No
93442,San Luis Obispo,3,Healthy Places Index Score,9608,3290,1857,0.342422992,0.193276435,0.535699427,No
93401,San Luis Obispo,3,Healthy Places Index Score,24812,8519,6277,0.343341917,0.252982438,0.596324384,No
93449,San Luis Obispo,4,Healthy Places Index Score,7498,2626,1414,0.35022673,0.188583627,0.538810372,No
93424,San Luis Obispo,3,CDPH-Derived ZCTA Score,765,497,241,0.649673223,0.315032691,0.964705884,No
93426,San Luis Obispo,3,CDPH-Derived ZCTA Score,1357,167,141,0.123065583,0.103905678,0.226971254,No
93422,San Luis Obispo,3,Healthy Places Index Score,26876,6609,4144,0.245907128,0.154189616,0.400096744,No
93453,San Luis Obispo,3,Healthy Places Index Score,2271,506,369,0.22280933,0.162483484,0.385292828,No
93461,San Luis Obispo,3,Healthy Places Index Score,1123,165,167,0.146927878,0.14870882,0.295636684,No
93428,San Luis Obispo,3,Healthy Places Index Score,5361,2206,854,0.411490381,0.159298643,0.570789039,No
93420,San Luis Obispo,3,Healthy Places Index Score,25141,8296,4905,0.329978913,0.195099637,0.525078535,No
93445,San Luis Obispo,2,Healthy Places Index Score,5713,1270,1123,0.222300023,0.196569234,0.418869257,No
93465,San Luis Obispo,3,Healthy Places Index Score,7290,2248,1351,0.30836764,0.185322359,0.493689984,No
93432,San Luis Obispo,4,CDPH-Derived ZCTA Score,1241,252,188,0.203062043,0.151490733,0.354552776,No
93433,San Luis Obispo,2,Healthy Places Index Score,10878,2633,2104,0.242048174,0.193417907,0.435466081,No
93430,San Luis Obispo,3,Healthy Places Index Score,2584,898,415,0.347523212,0.160603717,0.508126915,No
93446,San Luis Obispo,3,Healthy Places Index Score,35850,8455,5714,0.235843793,0.159386337,0.395230114,No
93402,San Luis Obispo,3,Healthy Places Index Score,13717,4476,2369,0.326310426,0.172705397,0.499015808,No
93452,San Luis Obispo,2,CDPH-Derived ZCTA Score,483,102,80,0.211180121,0.165631473,0.376811594,No
93444,San Luis Obispo,3,Healthy Places Index Score,17768,5635,3345,0.317143172,0.188259795,0.505402982,No
93451,San Luis Obispo,3,Healthy Places Index Score,3516,766,442,0.217861205,0.125711039,0.343572229,No
93405,San Luis Obispo,3,Healthy Places Index Score,33722,4543,3988,0.134719178,0.118261077,0.252980262,No
94402,San Mateo,4,Healthy Places Index Score,20486,9547,5088,0.466025591,0.248364732,0.714390337,No
94070,San Mateo,4,Healthy Places Index Score,24108,11079,6721,0.459556997,0.278787136,0.738344133,No
94030,San Mateo,4,Healthy Places Index Score,18890,8697,3957,0.46040234,0.20947592,0.669878244,No
94037,San Mateo,4,Healthy Places Index Score,2289,1093,513,0.477501094,0.224115327,0.701616406,No
94019,San Mateo,4,Healthy Places Index Score,17327,5863,3283,0.338373631,0.189473078,0.527846694,No
94066,San Mateo,4,Healthy Places Index Score,35933,15272,6865,0.425013214,0.191050008,0.616063237,No
94062,San Mateo,4,Healthy Places Index Score,23082,9871,5587,0.42764926,0.242050081,0.669699311,No
94028,San Mateo,4,Healthy Places Index Score,5687,2965,1396,0.52136451,0.245472133,0.766836643,No
94061,San Mateo,4,Healthy Places Index Score,31736,11058,6738,0.348437101,0.212314084,0.5607512,No
94403,San Mateo,4,Healthy Places Index Score,36165,14557,8040,0.402516246,0.222314388,0.624830663,No
94063,San Mateo,2,Healthy Places Index Score,27208,8254,6688,0.303366661,0.245810062,0.549176693,No
94021,San Mateo,4,CDPH-Derived ZCTA Score,511,60,28,0.117416829,0.05479452,0.172211349,No
94027,San Mateo,4,Healthy Places Index Score,5978,2815,1383,0.470893264,0.231348276,0.70224154,No
94025,San Mateo,4,Healthy Places Index Score,33390,13905,8853,0.416442037,0.265139252,0.681581318,No
94080,San Mateo,4,Healthy Places Index Score,56801,24280,10484,0.427457273,0.184574217,0.61203146,No
94014,San Mateo,3,Healthy Places Index Score,41894,15902,6963,0.379577041,0.166205183,0.545782208,No
94074,San Mateo,4,CDPH-Derived ZCTA Score,145,66,32,0.45517242,0.220689654,0.675862074,No
94010,San Mateo,4,Healthy Places Index Score,33800,15725,7699,0.465236694,0.227781072,0.693017781,No
94020,San Mateo,4,Healthy Places Index Score,1524,504,253,0.330708653,0.166010499,0.496719152,No
94404,San Mateo,4,Healthy Places Index Score,29947,11959,7209,0.399338841,0.240725279,0.64006412,No
94401,San Mateo,3,Healthy Places Index Score,28976,10684,5553,0.368718952,0.191641361,0.560360312,No
94038,San Mateo,4,Healthy Places Index Score,2621,1097,606,0.418542534,0.231209457,0.649752021,No
94015,San Mateo,4,Healthy Places Index Score,56374,23542,9711,0.41760385,0.172260255,0.589864135,No
94065,San Mateo,4,Healthy Places Index Score,9924,3916,2821,0.394598961,0.284260392,0.678859353,No
94002,San Mateo,4,Healthy Places Index Score,21481,9082,5614,0.422792226,0.261347234,0.68413949,No
94044,San Mateo,4,Healthy Places Index Score,32471,14353,5927,0.442025185,0.182532102,0.624557316,No
94005,San Mateo,4,Healthy Places Index Score,3911,1794,749,0.4587062,0.191511124,0.650217354,No
94060,San Mateo,4,Healthy Places Index Score,790,488,315,0.617721498,0.398734182,1.01645565,No
93013,Santa Barbara,4,Healthy Places Index Score,13884,5031,3346,0.362359554,0.240996838,0.603356361,No
93455,Santa Barbara,3,Healthy Places Index Score,36582,9935,7604,0.27158165,0.207861796,0.479443431,No
93434,Santa Barbara,1,Healthy Places Index Score,5383,1717,1168,0.318967104,0.216979384,0.535946488,No
93441,Santa Barbara,4,Healthy Places Index Score,791,429,228,0.542351425,0.288242728,0.830594182,No
93460,Santa Barbara,4,Healthy Places Index Score,4372,1711,925,0.391354084,0.211573645,0.602927744,No
93117,Santa Barbara,3,Healthy Places Index Score,52022,12393,11402,0.238226131,0.219176501,0.457402647,No
93427,Santa Barbara,3,Healthy Places Index Score,4969,1680,1147,0.338096201,0.230831146,0.568927348,No
93458,Santa Barbara,1,Healthy Places Index Score,39270,9178,8549,0.233715311,0.217697993,0.451413304,No
93111,Santa Barbara,4,Healthy Places Index Score,14621,6682,4311,0.457013875,0.294849873,0.751863778,No
93440,Santa Barbara,3,Healthy Places Index Score,1292,438,360,0.339009285,0.278637767,0.617647052,No
93067,Santa Barbara,3,CDPH-Derived ZCTA Score,398,390,254,0.979899526,0.638190925,1.61809051,No
93101,Santa Barbara,3,Healthy Places Index Score,26600,8226,7122,0.30924812,0.267744362,0.576992452,No
93103,Santa Barbara,3,Healthy Places Index Score,17044,5590,4474,0.327974647,0.262497067,0.590471745,No
93108,Santa Barbara,4,Healthy Places Index Score,8822,4104,2441,0.465200633,0.276694626,0.741895258,No
93110,Santa Barbara,3,Healthy Places Index Score,14306,5547,3495,0.38773942,0.244303092,0.632042527,No
93429,Santa Barbara,3,CDPH-Derived ZCTA Score,144,26,24,0.180555552,0.166666672,0.347222209,No
93463,Santa Barbara,4,Healthy Places Index Score,6717,2546,1437,0.379038274,0.213934794,0.592973053,No
93254,Santa Barbara,1,CDPH-Derived ZCTA Score,557,120,148,0.215439856,0.265709162,0.481149018,No
93454,Santa Barbara,2,Healthy Places Index Score,29636,8356,7155,0.281954378,0.241429344,0.523383737,No
93436,Santa Barbara,2,Healthy Places Index Score,43015,10194,8389,0.236987099,0.195024997,0.432012081,No
93109,Santa Barbara,4,Healthy Places Index Score,9707,3684,2573,0.379519939,0.265066445,0.644586384,No
93105,Santa Barbara,4,Healthy Places Index Score,24339,9738,5869,0.400098622,0.241135627,0.641234219,No
95132,Santa Clara,4,Healthy Places Index Score,34776,12609,9079,0.362577647,0.261070848,0.623648465,No
94303,Santa Clara,3,Healthy Places Index Score,36911,13356,8796,0.361843348,0.238302946,0.600146294,No
95117,Santa Clara,3,Healthy Places Index Score,24335,6590,5517,0.270803362,0.226710498,0.49751386,No
95002,Santa Clara,3,Healthy Places Index Score,1842,416,461,0.225841478,0.25027144,0.476112932,No
95111,Santa Clara,2,Healthy Places Index Score,47557,15480,10509,0.325504124,0.220976934,0.546481073,No
94306,Santa Clara,4,Healthy Places Index Score,21919,8873,6758,0.404808611,0.308316976,0.713125587,No
95046,Santa Clara,4,Healthy Places Index Score,4803,1864,869,0.388090789,0.180928588,0.569019377,No
95128,Santa Clara,3,Healthy Places Index Score,30303,9365,6732,0.309045315,0.222156227,0.531201541,No
95139,Santa Clara,4,Healthy Places Index Score,5767,1985,1220,0.344199747,0.211548463,0.555748224,No
95032,Santa Clara,4,Healthy Places Index Score,20716,8560,6560,0.413207173,0.316663444,0.729870617,No
95138,Santa Clara,4,Healthy Places Index Score,16212,5990,4467,0.369479388,0.275536627,0.645016015,No
